institution_id	esi	aas_publications	total_aas	tw_publications	total_tw	wp_publications	total_wp	nw_publications	total_nw	po_publications	total_po
80	Clinical Medicine	495	4879	481	7194	5	10	52	121	12	18
30	Clinical Medicine	404	4872	387	5776	7	7	54	171	11	13
43	Biology & Biochemistry	134	4823	127	2794	5	25	22	443	0	0
56	Molecular Biology & Genetics	207	4812	207	6093	5	11	45	217	0	0
47	Chemistry	1270	4804	1217	4667	11	14	69	181	3	5
60	Neuroscience & Behavior	256	4799	235	4078	4	14	93	412	10	16
6	Materials Science	673	4792	647	3750	14	19	78	276	0	0
14	Immunology	177	4780	172	3933	4	12	40	311	4	12
110	Global	282	4768	272	4022	8	12	56	293	2	2
130	Neuroscience & Behavior	220	4763	212	3694	13	17	56	350	3	6
50	Engineering	552	4752	486	5573	15	23	49	317	2	2
8	Materials Science	319	4733	300	3739	2	4	43	344	1	2
38	Chemistry	667	4712	634	5023	7	12	56	238	3	3
4	Environment/Ecology	600	4619	577	4536	14	19	34	192	23	35
22	Agricultural Sciences	337	4587	329	4146	4	4	57	253	7	12
15	Computer Science	164	4576	154	7687	3	7	16	42	3	5
24	Clinical Medicine	257	4562	243	4572	9	12	42	228	7	8
3	Space Sciences	120	4532	119	942	23	103	17	422	0	0
35	Physics	1049	4513	1017	4426	23	35	56	193	2	2
70	Global	390	4504	374	5626	5	6	47	178	9	11
36	Agricultural Sciences	404	4498	371	3643	6	8	83	264	21	34
36	Neuroscience & Behavior	224	4493	216	3887	10	14	72	281	0	0
45	Biology & Biochemistry	126	4453	123	5512	4	4	14	249	0	0
48	Immunology	294	4438	287	5409	7	7	29	199	5	6
44	Geosciences	366	4431	353	3654	12	22	26	253	14	22
52	Psychiatry/Psychology	306	4431	294	4277	10	10	42	183	5	6
25	Environment/Ecology	488	4422	455	4326	10	14	47	190	27	35
66	Clinical Medicine	292	4419	288	6198	5	5	32	142	5	6
12	Geosciences	275	4411	264	3998	11	27	23	235	10	24
148	Molecular Biology & Genetics	157	4373	156	3552	6	9	28	300	0	0
50	Social Sciences, General	352	4362	330	5232	19	26	20	66	13	17
37	Social Sciences, General	426	4361	399	5033	12	17	27	116	7	11
48	Geosciences	424	4356	395	4303	38	84	42	179	15	18
48	Engineering	760	4355	721	4472	23	41	41	160	13	14
30	Biology & Biochemistry	183	4317	179	3985	8	29	36	239	0	0
37	Engineering	991	4313	911	3897	13	20	56	169	17	19
40	Space Sciences	278	4310	258	1275	30	95	29	335	0	0
25	Neuroscience & Behavior	206	4300	196	3979	5	9	54	258	5	11
3	Plant & Animal Science	291	4289	267	5856	31	53	26	111	14	19
134	Molecular Biology & Genetics	63	4257	62	3148	1	4	17	373	0	0
6	Microbiology	455	4255	446	5022	23	36	56	178	4	4
74	Clinical Medicine	277	4253	271	5997	7	7	50	127	7	8
22	Plant & Animal Science	352	4248	337	4949	29	69	33	159	7	7
27	Plant & Animal Science	450	4235	427	5406	21	459	32	131	14	24
25	Engineering	750	4226	699	3534	10	21	48	202	20	22
40	Engineering	722	4224	672	3822	14	25	52	183	7	10
1	Geosciences	197	4224	178	1781	10	17	14	413	11	21
99	Neuroscience & Behavior	253	4219	233	3869	7	7	65	238	4	4
8	Physics	574	4205	553	3193	11	17	54	275	4	5
132	Clinical Medicine	279	4197	278	6363	3	3	25	70	5	6
59	Biology & Biochemistry	105	4182	101	3840	4	13	19	342	1	1
144	Global	183	4181	179	4031	5	9	22	266	2	4
42	Environment/Ecology	284	4161	269	4536	4	6	40	172	3	4
38	Plant & Animal Science	102	4161	95	2285	22	48	25	360	0	0
29	Agricultural Sciences	228	4156	219	4378	5	7	38	208	9	12
15	Plant & Animal Science	274	4145	262	5744	17	31	33	104	4	4
32	Arts & Humanities	41	4138	39	2176	4	22	8	397	0	0
100	Neuroscience & Behavior	210	4123	194	3314	10	20	51	285	6	8
14	Engineering	208	4119	190	4378	12	23	35	238	8	9
22	Social Sciences, General	468	4077	441	5401	15	30	29	101	11	12
43	Geosciences	250	4072	235	3439	11	16	30	185	13	20
50	Economics & Business	264	4067	248	3967	14	23	31	161	26	38
29	Immunology	132	4067	128	2854	2	3	20	377	4	8
154	Agricultural Sciences	136	4061	136	2804	4	4	37	351	2	3
37	Chemistry	947	4059	907	4330	12	17	51	153	1	1
137	Clinical Medicine	341	4058	333	5873	2	2	35	112	5	6
36	Geosciences	348	4051	321	3032	10	18	42	256	14	20
7	Environment/Ecology	472	4034	442	4764	8	9	34	114	23	29
58	Clinical Medicine	181	3989	174	4138	1	1	43	254	5	7
45	Molecular Biology & Genetics	56	3951	55	4809	1	1	14	229	0	0
84	Neuroscience & Behavior	204	3943	197	3700	3	4	71	246	5	8
5	Geosciences	159	3927	150	5458	70	215	25	98	1	5
157	Global	280	3897	268	4869	4	4	46	166	6	8
93	Clinical Medicine	77	3893	73	4671	4	4	16	167	0	0
55	Global	173	3888	168	3786	3	6	31	171	5	8
58	Neuroscience & Behavior	87	3854	86	2180	2	3	27	333	2	2
134	Immunology	140	3846	134	8886	1	1	19	197	1	1
27	Biology & Biochemistry	486	3839	470	3994	15	26	54	176	4	6
23	Environment/Ecology	308	3832	291	3959	4	10	38	169	14	16
6	Social Sciences, General	390	3826	364	5352	14	27	30	67	8	13
32	Psychiatry/Psychology	372	3786	355	3248	4	8	48	209	14	24
6	Geosciences	205	3782	185	4608	27	73	34	125	2	2
47	Social Sciences, General	265	3766	259	4833	7	8	9	67	19	20
40	Plant & Animal Science	389	3765	365	3889	25	33	44	169	7	9
29	Biology & Biochemistry	268	3760	257	3374	14	29	48	213	3	3
47	Environment/Ecology	660	3759	635	3833	9	10	28	129	27	36
59	Environment/Ecology	285	3717	268	2911	8	19	42	237	14	19
14	Computer Science	272	3662	255	4127	10	14	34	180	1	1
86	Immunology	220	3657	217	3857	1	1	38	224	5	9
49	Environment/Ecology	450	3655	428	4035	7	9	45	139	12	16
144	Clinical Medicine	132	3640	128	3304	4	8	14	257	2	4
12	Agricultural Sciences	204	3639	199	2760	5	5	37	244	8	8
42	Immunology	117	3610	115	3700	4	7	18	250	4	6
40	Computer Science	430	3606	404	5068	16	22	26	54	3	6
36	Social Sciences, General	202	3600	190	3846	7	9	28	144	14	18
12	Biology & Biochemistry	206	3598	203	2428	11	32	27	272	3	4
26	Biology & Biochemistry	319	3585	312	4024	7	16	47	167	1	1
95	Global	418	3576	394	3737	8	10	38	135	15	21
4	Materials Science	814	3568	778	2454	7	9	41	245	2	2
107	Microbiology	251	3564	242	4336	10	12	39	135	12	12
20	Plant & Animal Science	249	3552	235	3996	10	15	18	190	6	8
9	Materials Science	613	3551	584	3278	3	3	48	175	1	1
29	Neuroscience & Behavior	262	3550	247	3136	2	2	80	214	5	7
30	Plant & Animal Science	179	3540	164	2846	17	56	24	192	1	1
17	Global	399	3534	375	3300	5	7	38	185	12	19
41	Environment/Ecology	259	3532	243	3624	7	13	29	173	12	13
54	Global	224	3517	213	3577	3	3	34	202	4	4
29	Psychiatry/Psychology	344	3502	332	3431	3	4	47	154	6	8
148	Microbiology	186	3498	185	3337	2	2	20	193	6	23
22	Pharmacology & Toxicology	386	3479	372	3384	8	22	47	183	4	10
42	Biology & Biochemistry	233	3477	228	2724	7	9	35	241	2	2
20	Chemistry	552	3463	537	5232	10	17	28	57	2	2
86	Neuroscience & Behavior	266	3449	258	3640	14	25	73	161	5	5
27	Engineering	519	3440	496	4339	6	17	31	110	8	14
103	Biology & Biochemistry	172	3433	171	3535	3	3	33	253	2	3
5	Psychiatry/Psychology	278	3427	259	2735	8	13	43	207	7	7
33	Plant & Animal Science	376	3426	364	4441	10	19	31	93	10	12
25	Molecular Biology & Genetics	182	3426	174	3255	16	47	34	283	0	0
12	Psychiatry/Psychology	205	3420	200	2466	2	2	26	251	3	4
112	Clinical Medicine	236	3418	227	4796	5	6	36	163	8	10
20	Geosciences	186	3392	178	2300	6	10	9	232	6	11
33	Engineering	540	3384	495	3170	13	20	27	132	9	9
6	Pharmacology & Toxicology	384	3384	354	2944	15	18	56	190	4	6
22	Space Sciences	220	3367	211	1606	17	60	25	239	0	0
44	Plant & Animal Science	467	3366	449	3760	19	31	32	111	11	17
157	Clinical Medicine	218	3366	208	4218	3	3	38	146	5	7
4	Chemistry	732	3364	703	2374	14	18	38	221	2	2
139	Neuroscience & Behavior	142	3361	134	3345	1	3	45	182	7	15
47	Computer Science	678	3347	655	4361	18	22	21	35	11	12
48	Arts & Humanities	154	3338	146	2083	7	31	13	235	0	0
41	Plant & Animal Science	289	3309	268	2669	9	15	28	198	4	10
60	Economics & Business	256	3283	242	2274	8	15	31	191	13	24
59	Molecular Biology & Genetics	26	3281	25	2008	5	26	7	313	0	0
31	Plant & Animal Science	556	3271	530	3622	18	30	38	93	3	3
149	Global	247	3271	240	4416	1	1	42	101	5	8
40	Microbiology	273	3250	256	3415	12	32	25	155	0	0
4	Geosciences	553	3235	544	3186	8	14	21	129	16	20
36	Physics	643	3229	599	2855	9	17	49	154	1	1
47	Physics	656	3213	633	2608	9	13	32	163	1	2
19	Biology & Biochemistry	239	3206	212	3675	11	13	40	137	1	4
103	Microbiology	233	3194	230	4636	7	10	32	100	6	6
110	Clinical Medicine	137	3186	131	2565	1	1	31	218	2	2
4	Space Sciences	193	3173	178	1167	10	20	15	240	0	0
16	Engineering	366	3149	333	3717	10	20	41	114	6	6
35	Materials Science	587	3135	558	2764	14	22	39	158	1	1
145	Clinical Medicine	222	3105	215	3142	3	5	37	166	1	1
84	Environment/Ecology	37	3086	37	2097	0	0	20	227	6	15
148	Biology & Biochemistry	157	3083	154	3446	2	4	26	154	1	3
148	Agricultural Sciences	124	3081	122	2191	1	1	32	240	3	3
27	Pharmacology & Toxicology	469	3068	453	3587	13	21	48	108	9	16
99	Biology & Biochemistry	140	3064	129	3920	5	5	25	181	0	0
52	Chemistry	496	3056	481	4352	5	6	38	76	1	1
34	Chemistry	516	3050	473	2148	9	16	71	213	2	2
60	Psychiatry/Psychology	172	3043	165	1780	7	17	37	235	6	9
130	Biology & Biochemistry	92	3037	88	2067	4	11	18	246	0	0
138	Immunology	213	3028	206	3937	2	3	27	108	5	5
41	Agricultural Sciences	279	3018	267	2729	2	3	40	214	2	3
50	Physics	444	2995	426	2137	9	10	28	211	0	0
25	Plant & Animal Science	394	2975	375	3172	32	75	36	182	4	4
38	Social Sciences, General	236	2969	223	4040	9	16	14	75	8	9
70	Clinical Medicine	246	2965	235	3576	3	3	32	137	5	7
104	Microbiology	123	2950	121	3562	3	5	12	115	5	5
42	Psychiatry/Psychology	197	2948	185	1739	4	4	27	227	2	2
48	Pharmacology & Toxicology	448	2943	424	2834	12	14	53	142	6	12
40	Physics	567	2934	551	2484	9	16	22	177	0	0
33	Chemistry	492	2928	467	3088	10	13	25	101	4	5
138	Microbiology	127	2913	122	3229	2	3	25	139	5	5
56	Neuroscience & Behavior	95	2907	92	2201	7	11	38	240	0	0
31	Neuroscience & Behavior	256	2903	245	2784	5	5	48	173	2	2
3	Engineering	686	2877	662	3183	21	31	23	104	6	7
32	Chemistry	640	2877	619	3483	8	15	36	73	3	3
15	Agricultural Sciences	126	2875	117	2459	4	22	31	194	1	1
27	Physics	506	2871	492	2260	6	8	29	162	3	5
3	Chemistry	700	2834	678	3190	9	16	31	111	2	2
37	Physics	647	2833	623	2326	13	25	29	142	1	1
26	Arts & Humanities	84	2823	79	1770	7	17	11	213	0	0
37	Geosciences	203	2822	188	2194	13	17	22	160	4	7
62	Microbiology	84	2801	82	3181	1	3	14	129	2	2
148	Psychiatry/Psychology	260	2784	250	2986	5	6	42	121	3	19
36	Chemistry	492	2780	454	2975	6	10	52	124	4	4
42	Molecular Biology & Genetics	127	2780	125	2436	5	11	26	193	0	0
44	Biology & Biochemistry	280	2776	270	3227	3	10	31	120	3	4
26	Immunology	193	2775	188	2676	4	5	23	173	4	4
101	Immunology	40	2775	40	2562	1	1	10	221	3	5
59	Plant & Animal Science	328	2769	309	2717	15	41	35	129	11	12
21	Geosciences	110	2763	104	2418	15	21	22	140	3	4
42	Agricultural Sciences	283	2760	265	3161	2	3	28	98	6	10
1	Plant & Animal Science	311	2758	280	2754	18	33	29	116	11	14
26	Molecular Biology & Genetics	251	2756	245	3000	5	6	45	144	0	0
21	Environment/Ecology	249	2755	228	2268	8	8	32	171	10	13
11	Environment/Ecology	286	2738	271	3098	6	12	22	96	10	11
98	Global	224	2734	218	3017	4	8	29	135	3	3
15	Microbiology	83	2722	81	2567	0	0	14	167	4	8
50	Clinical Medicine	185	2711	175	2877	1	1	34	132	7	8
84	Molecular Biology & Genetics	66	2700	64	2645	3	3	21	180	1	1
16	Environment/Ecology	292	2681	274	2569	8	17	34	107	16	21
16	Geosciences	183	2674	163	1608	7	19	20	174	23	38
53	Environment/Ecology	82	2674	75	1530	2	8	8	213	3	3
37	Agricultural Sciences	401	2673	369	2321	7	23	50	149	5	9
134	Neuroscience & Behavior	126	2673	118	2558	3	13	41	262	5	5
52	Neuroscience & Behavior	149	2664	143	1765	6	9	43	193	1	1
101	Clinical Medicine	221	2661	215	4179	2	4	23	52	6	10
37	Pharmacology & Toxicology	398	2659	382	3298	6	7	50	82	8	9
34	Psychiatry/Psychology	153	2646	143	1615	1	2	27	185	12	13
78	Microbiology	206	2639	200	3570	5	6	23	57	10	14
156	Global	120	2634	109	3293	3	5	17	70	18	29
33	Biology & Biochemistry	243	2616	234	2806	3	28	35	114	1	1
2	Environment/Ecology	140	2615	129	1153	2	3	12	245	10	12
36	Computer Science	448	2614	393	2697	12	21	44	98	5	8
25	Materials Science	467	2589	444	2254	6	13	36	127	0	0
26	Geosciences	268	2578	245	2660	20	51	24	77	5	5
128	Immunology	178	2577	176	3903	3	6	23	46	7	22
14	Agricultural Sciences	101	2577	100	2370	2	4	23	159	3	4
47	Agricultural Sciences	527	2576	497	2009	9	9	44	144	3	9
156	Economics & Business	113	2574	102	3206	3	5	17	70	18	29
5	Social Sciences, General	262	2571	247	3007	9	14	18	47	9	10
104	Neuroscience & Behavior	162	2567	157	3343	4	9	33	95	3	3
130	Agricultural Sciences	74	2565	71	1200	1	2	9	243	4	6
43	Arts & Humanities	67	2564	62	2033	7	15	14	140	0	0
23	Plant & Animal Science	355	2558	348	3037	5	6	30	81	6	9
20	Biology & Biochemistry	169	2550	163	2817	8	13	13	127	0	0
47	Molecular Biology & Genetics	105	2546	104	2818	6	6	18	138	0	0
84	Immunology	144	2544	139	3161	3	7	16	95	3	4
37	Psychiatry/Psychology	351	2543	340	2659	5	9	39	105	8	12
47	Materials Science	639	2538	608	1865	7	9	27	140	4	6
34	Engineering	324	2538	282	1283	6	7	54	199	4	4
100	Immunology	234	2537	231	3087	4	5	16	175	7	10
58	Psychiatry/Psychology	95	2532	92	1720	0	0	18	175	0	0
19	Immunology	131	2523	129	7788	2	3	16	60	2	5
35	Economics & Business	213	2514	196	2280	2	2	19	95	12	12
123	Agricultural Sciences	76	2509	76	1723	1	1	22	200	3	3
34	Microbiology	241	2507	230	3179	4	5	31	78	3	3
58	Environment/Ecology	102	2498	101	2033	4	7	28	181	8	11
78	Neuroscience & Behavior	201	2494	199	3182	3	5	31	92	3	6
26	Plant & Animal Science	188	2493	181	2448	14	34	16	138	0	0
28	Social Sciences, General	191	2484	183	3417	5	5	18	59	14	18
130	Molecular Biology & Genetics	79	2481	79	2280	5	11	22	171	0	0
42	Microbiology	129	2475	126	3083	6	11	12	116	2	2
47	Biology & Biochemistry	306	2463	298	3182	7	9	25	96	0	0
59	Neuroscience & Behavior	32	2462	31	1175	1	2	8	286	1	1
108	Molecular Biology & Genetics	86	2461	84	2703	3	4	23	130	0	0
8	Space Sciences	104	2451	98	1288	5	26	12	196	0	0
4	Computer Science	738	2446	709	2896	17	20	16	60	5	6
92	Immunology	49	2442	49	2936	1	3	5	111	1	1
32	Agricultural Sciences	148	2435	143	2142	4	10	34	130	1	1
7	Plant & Animal Science	232	2428	217	2736	9	11	21	82	2	2
60	Social Sciences, General	207	2422	190	3063	16	23	13	43	7	10
115	Global	169	2420	164	2858	3	7	27	129	7	11
149	Clinical Medicine	155	2420	154	3592	0	0	21	65	2	2
28	Psychiatry/Psychology	132	2416	130	2207	7	10	17	128	3	3
29	Molecular Biology & Genetics	145	2413	142	2348	5	13	30	132	0	0
31	Immunology	334	2398	331	3102	2	2	23	78	5	11
33	Neuroscience & Behavior	185	2398	178	2490	1	1	41	105	0	0
36	Microbiology	149	2395	142	2993	8	24	18	102	2	2
25	Social Sciences, General	312	2393	299	2779	12	21	13	53	7	9
43	Space Sciences	117	2379	97	1412	5	17	5	123	0	0
62	Environment/Ecology	137	2377	135	2937	1	1	16	93	8	11
15	Neuroscience & Behavior	205	2374	200	3018	2	2	26	78	1	1
107	Neuroscience & Behavior	176	2371	167	1760	3	3	43	186	2	2
48	Materials Science	483	2362	462	2695	10	19	22	71	2	2
31	Social Sciences, General	239	2360	229	3291	11	20	15	28	3	3
56	Plant & Animal Science	172	2356	162	3168	14	27	21	65	4	5
59	Psychiatry/Psychology	31	2351	29	1152	1	2	6	271	3	3
107	Molecular Biology & Genetics	72	2346	65	3293	1	2	13	54	0	0
38	Engineering	288	2336	256	1550	3	5	40	172	6	6
26	Neuroscience & Behavior	227	2334	211	2108	3	3	58	136	2	2
29	Geosciences	146	2314	129	1782	20	48	24	136	5	5
15	Geosciences	122	2313	119	2623	8	9	21	87	5	9
111	Agricultural Sciences	102	2312	101	1793	0	0	23	177	3	3
33	Geosciences	183	2307	173	2535	5	9	17	47	3	5
19	Chemistry	423	2305	383	2543	9	11	34	73	0	0
27	Microbiology	312	2305	298	2694	17	23	21	79	10	15
27	Geosciences	262	2296	250	2249	10	13	28	98	5	10
40	Arts & Humanities	150	2290	129	1353	16	31	26	161	0	0
6	Mathematics	134	2290	124	3503	5	7	6	89	0	0
127	Global	178	2284	170	3549	0	0	15	52	0	0
31	Psychiatry/Psychology	253	2276	245	2277	6	7	29	92	4	4
33	Agricultural Sciences	237	2275	226	2301	6	10	31	96	1	1
38	Psychiatry/Psychology	217	2269	202	2649	7	7	28	63	6	8
2	Engineering	189	2262	174	812	4	14	6	223	3	4
15	Engineering	386	2261	351	2103	7	15	45	104	3	3
98	Clinical Medicine	182	2260	177	2405	4	8	24	123	2	2
111	Psychiatry/Psychology	197	2259	192	1710	6	9	25	136	3	7
111	Microbiology	122	2253	122	3015	2	3	24	74	2	2
20	Social Sciences, General	202	2250	192	2725	4	12	9	55	4	4
46	Clinical Medicine	155	2247	147	2301	3	3	31	107	4	4
52	Engineering	375	2241	351	2497	9	13	27	90	7	8
92	Microbiology	23	2240	23	2587	1	3	8	116	1	1
57	Geosciences	32	2239	32	566	7	12	4	261	2	3
34	Social Sciences, General	156	2228	146	1134	1	1	19	172	10	11
54	Clinical Medicine	128	2228	122	2250	1	1	21	123	2	2
34	Immunology	193	2227	189	2899	4	21	22	89	2	4
113	Agricultural Sciences	95	2219	91	1732	1	1	21	153	1	1
10	Agricultural Sciences	162	2218	146	1639	2	3	30	165	1	1
5	Clinical Medicine	180	2217	173	2808	5	6	24	56	3	3
117	Psychiatry/Psychology	181	2215	173	3559	3	3	12	24	7	9
84	Agricultural Sciences	63	2214	62	1737	0	0	18	182	3	3
1	Space Sciences	41	2213	32	598	5	11	4	234	0	0
52	Geosciences	45	2207	42	940	8	34	8	201	2	6
53	Plant & Animal Science	28	2206	27	829	4	8	7	222	0	0
25	Space Sciences	82	2198	76	711	7	17	12	196	0	0
65	Psychiatry/Psychology	94	2179	91	1230	4	16	12	195	3	3
16	Neuroscience & Behavior	158	2178	151	1826	1	1	53	142	1	1
34	Molecular Biology & Genetics	126	2171	121	2072	6	8	19	130	1	1
26	Psychiatry/Psychology	270	2169	258	2424	4	13	36	75	6	7
44	Agricultural Sciences	342	2165	305	2461	12	20	27	89	5	6
25	Immunology	200	2161	198	3270	7	9	19	43	5	6
125	Global	245	2155	239	3057	3	3	8	21	1	1
75	Immunology	111	2149	108	2758	1	2	13	54	2	2
78	Molecular Biology & Genetics	157	2147	150	2643	8	10	17	85	0	0
61	Psychiatry/Psychology	121	2132	120	2444	1	3	15	79	3	3
4	Molecular Biology & Genetics	60	2128	58	2971	4	6	13	79	0	0
48	Computer Science	199	2115	193	2842	11	19	11	46	0	0
52	Environment/Ecology	233	2108	217	1734	8	12	25	110	13	24
19	Engineering	330	2107	293	1844	3	4	26	91	8	8
123	Microbiology	139	2107	137	2925	1	1	20	40	3	4
29	Microbiology	191	2096	176	1777	5	6	16	137	1	1
117	Clinical Medicine	155	2095	151	2910	5	7	19	49	8	9
115	Clinical Medicine	126	2092	121	2467	2	3	19	113	5	9
45	Neuroscience & Behavior	87	2092	86	2046	1	1	16	115	1	1
142	Global	169	2091	164	2776	1	1	21	56	4	6
29	Chemistry	396	2077	359	1774	8	11	37	96	2	2
7	Biology & Biochemistry	183	2074	168	2148	6	23	28	80	2	2
27	Social Sciences, General	236	2069	221	2401	13	27	15	60	6	14
23	Agricultural Sciences	328	2064	305	2128	7	9	23	73	7	9
49	Psychiatry/Psychology	228	2059	221	1918	8	14	30	110	3	3
102	Global	211	2040	205	3004	3	4	23	48	10	16
19	Psychiatry/Psychology	122	2039	116	1254	1	1	10	168	2	6
25	Microbiology	261	2036	256	2711	4	6	22	64	7	8
55	Economics & Business	98	2029	93	2257	1	2	19	72	4	7
40	Materials Science	311	2025	296	1553	2	3	17	118	1	1
44	Chemistry	462	2024	434	2198	5	5	19	58	3	5
57	Chemistry	170	2022	164	2326	2	2	22	96	1	1
4	Biology & Biochemistry	219	2014	213	2432	6	9	19	76	1	1
32	Physics	282	2012	274	1792	5	12	20	117	0	0
5	Neuroscience & Behavior	106	2011	102	2178	5	9	23	104	0	0
3	Social Sciences, General	355	2007	341	2212	6	9	13	49	5	5
38	Physics	170	2005	160	3103	3	5	19	74	0	0
117	Social Sciences, General	156	2001	143	3384	1	1	9	21	11	15
142	Clinical Medicine	159	2000	154	2670	1	1	20	53	4	6
100	Molecular Biology & Genetics	125	1999	116	1900	5	5	20	115	0	0
60	Microbiology	164	1986	156	2657	7	10	21	64	3	4
3	Geosciences	274	1985	265	2139	25	33	15	72	6	8
107	Biology & Biochemistry	92	1983	86	2828	4	5	13	85	0	0
51	Neuroscience & Behavior	104	1979	101	1844	1	11	50	137	2	5
92	Molecular Biology & Genetics	76	1976	74	2073	3	5	18	104	0	0
59	Geosciences	192	1974	184	1826	13	33	21	88	5	6
128	Microbiology	139	1971	139	2947	1	2	19	34	5	19
114	Neuroscience & Behavior	174	1960	167	1633	1	1	37	115	5	8
79	Immunology	144	1959	144	2292	1	1	23	109	3	4
45	Psychiatry/Psychology	86	1958	86	1444	1	1	11	137	0	0
89	Immunology	113	1955	113	2034	7	15	13	102	8	16
31	Chemistry	398	1953	383	2320	10	22	27	55	1	1
32	Geosciences	192	1944	176	1771	14	20	18	88	1	1
20	Engineering	297	1935	290	2162	8	14	11	66	3	3
29	Social Sciences, General	275	1934	259	2114	7	9	19	59	6	8
29	Space Sciences	23	1931	19	196	4	5	8	233	0	0
50	Computer Science	306	1918	276	1751	9	16	16	75	7	9
36	Materials Science	438	1902	401	1990	5	8	40	79	0	0
159	Global	137	1900	132	2471	2	3	18	83	6	9
34	Pharmacology & Toxicology	160	1899	154	1679	4	6	28	112	2	2
15	Social Sciences, General	222	1894	207	2557	11	16	11	20	4	4
123	Immunology	137	1894	137	2921	1	1	10	25	1	1
160	Neuroscience & Behavior	165	1891	156	2105	3	6	32	75	3	3
12	Social Sciences, General	123	1881	114	1876	3	4	11	77	1	1
1	Psychiatry/Psychology	124	1878	119	1120	2	2	15	151	1	1
27	Agricultural Sciences	374	1876	349	2068	11	19	21	59	8	12
10	Environment/Ecology	264	1873	243	1951	6	11	29	55	9	9
10	Psychiatry/Psychology	170	1867	165	1872	4	10	20	82	2	2
19	Agricultural Sciences	106	1867	100	1826	5	7	24	110	2	2
155	Immunology	115	1862	114	2117	3	3	20	87	4	7
1	Engineering	264	1849	240	994	2	2	21	135	4	5
78	Biology & Biochemistry	119	1839	116	2348	6	7	22	77	0	0
50	Psychiatry/Psychology	61	1832	61	2572	0	0	6	47	1	2
5	Environment/Ecology	173	1825	161	1682	4	6	17	92	4	14
48	Economics & Business	269	1816	250	1873	7	9	14	39	12	15
38	Microbiology	172	1816	165	1978	6	8	17	78	3	3
32	Neuroscience & Behavior	179	1814	167	1197	4	4	41	145	3	7
22	Microbiology	237	1813	228	2209	7	9	20	66	4	7
127	Clinical Medicine	127	1812	119	2834	0	0	10	41	0	0
84	Pharmacology & Toxicology	104	1812	100	1683	5	10	17	94	3	4
130	Pharmacology & Toxicology	173	1811	168	2458	6	6	25	46	7	7
159	Clinical Medicine	117	1810	114	2416	2	3	12	77	5	8
96	Immunology	149	1789	144	2185	3	8	26	63	3	3
68	Neuroscience & Behavior	68	1789	67	2391	3	3	18	44	0	0
148	Pharmacology & Toxicology	189	1787	187	1871	5	5	20	85	2	2
19	Molecular Biology & Genetics	73	1785	69	2471	3	10	15	60	0	0
84	Microbiology	66	1784	66	2228	2	2	14	59	3	6
13	Biology & Biochemistry	110	1782	108	2304	5	5	23	83	1	1
27	Immunology	190	1778	186	2652	6	13	20	33	6	8
11	Plant & Animal Science	145	1775	139	1769	9	22	11	79	5	5
27	Psychiatry/Psychology	231	1768	212	1369	2	5	32	115	3	4
22	Immunology	169	1767	162	1961	3	4	24	73	2	2
114	Biology & Biochemistry	87	1750	79	2466	1	2	24	63	0	0
29	Engineering	393	1744	345	1374	8	13	28	84	4	7
30	Geosciences	100	1738	94	1697	16	66	16	76	8	16
12	Microbiology	132	1732	130	2299	18	29	14	30	0	0
138	Neuroscience & Behavior	153	1726	149	1819	2	2	32	79	3	3
43	Neuroscience & Behavior	164	1725	160	1704	2	3	42	95	1	4
15	Psychiatry/Psychology	154	1724	145	1608	6	10	26	76	0	0
12	Neuroscience & Behavior	145	1721	140	1921	2	2	29	67	3	3
26	Environment/Ecology	206	1718	197	1264	1	1	21	93	13	16
6	Economics & Business	149	1716	135	2186	1	1	9	11	17	19
32	Social Sciences, General	241	1706	214	1629	12	19	22	72	5	6
155	Agricultural Sciences	42	1703	40	1449	2	2	13	108	4	5
16	Agricultural Sciences	208	1698	193	1821	4	10	19	107	3	4
28	Economics & Business	196	1698	179	2044	13	19	17	41	11	25
102	Clinical Medicine	176	1697	171	2545	3	4	17	33	8	12
100	Biology & Biochemistry	161	1696	157	2125	3	6	23	63	1	3
101	Neuroscience & Behavior	31	1690	30	2542	2	2	12	18	1	1
99	Psychiatry/Psychology	80	1677	72	1493	1	2	19	100	3	5
37	Materials Science	491	1672	471	1565	4	5	26	63	0	0
23	Arts & Humanities	31	1664	30	671	4	6	3	153	0	0
117	Environment/Ecology	80	1662	75	1580	3	3	9	84	5	5
44	Engineering	452	1658	410	1827	9	12	17	35	15	31
26	Microbiology	227	1658	213	1858	19	23	17	43	2	2
94	Clinical Medicine	118	1653	112	2384	1	1	14	30	1	1
28	Environment/Ecology	114	1653	108	1441	2	2	18	99	8	12
9	Computer Science	195	1648	185	1912	2	2	12	69	1	1
26	Social Sciences, General	259	1646	248	2148	5	8	9	20	5	7
26	Physics	393	1644	383	1644	4	8	17	50	0	0
37	Computer Science	260	1641	240	1590	3	6	15	73	4	4
83	Immunology	160	1641	159	2560	0	0	14	31	3	3
36	Mathematics	139	1635	128	1118	2	3	10	107	1	1
114	Molecular Biology & Genetics	51	1631	47	1996	1	2	11	80	1	1
52	Social Sciences, General	194	1624	179	1745	12	12	14	45	7	8
33	Materials Science	200	1622	193	1373	4	4	8	95	3	3
51	Social Sciences, General	67	1622	64	1926	1	3	9	40	0	0
19	Neuroscience & Behavior	106	1617	104	1936	2	2	20	67	2	4
