ods	id	title	year	type	journal	esi	influscore	news	policy	twitter	wikipedia	authors
7	70386	Recent Advances in Alkaline Exchange Membrane Water Electrolysis and Electrode Manufacturing	2021	Review	MOLECULES	Biology & Biochemistry	10	0	0	14	0	6
7	70387	Electrochemical Characterisation of Bio-Bottle-Voltaic (BBV) Systems Operated with Algae and Built with Recycled Materials	2018	Article	BIOLOGY-BASEL	Biology & Biochemistry	9	0	0	15	0	11
7	70388	Designing strategies for operating Microbial Electrochemical Systems to clean up polluted soils under non-flooded conditions	2018	Article	BIOELECTROCHEMISTRY	Biology & Biochemistry	8	0	0	9	0	2
7	70389	Microbial electrosynthesis of butyrate from carbon dioxide: Production and extraction	2017	Article	BIOELECTROCHEMISTRY	Biology & Biochemistry	7	0	0	10	0	9
7	70390	Cohesin-dockerin code in cellulosomal dual binding modes and its allosteric regulation by proline isomerization	2021	Article	STRUCTURE	Biology & Biochemistry	5	0	0	9	0	8
7	70391	Electrodes boost microbial metabolism to mineralize antibiotics in manure	2019	Article	BIOELECTROCHEMISTRY	Biology & Biochemistry	4	0	0	4	0	4
7	980	Solar photovoltaics is ready to power a sustainable future	2021	Review	JOULE	Chemistry	358	11	0	518	3	12
7	2257	Viability analysis of underground mining machinery using green hydrogen as a fuel	2020	Article	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY	Chemistry	164	0	0	270	0	8
7	3354	Farming thermoelectric paper	2019	Article	ENERGY & ENVIRONMENTAL SCIENCE	Chemistry	90	11	0	10	0	9
7	3483	Green Biocomposites for Thermoelectric Wearable Applications	2019	Article	ADVANCED FUNCTIONAL MATERIALS	Chemistry	83	8	0	10	1	7
7	3610	A Self-Assembled 2D Thermofunctional Material for Radiative Cooling	2019	Article	SMALL	Chemistry	76	10	0	29	0	7
7	51659	Na-doped ruthenium perovskite electrocatalysts with improved oxygen evolution activity and durability in acidic media	2019	Article	NATURE COMMUNICATIONS	Chemistry	33	2	0	16	0	13
7	5147	Tuning and mechanistic insights of metal chalcogenide molecular catalysts for the hydrogen-evolution reaction	2019	Article	NATURE COMMUNICATIONS	Chemistry	33	2	0	27	0	7
7	14038	MEDEAS: a new modeling framework integrating global biophysical and socioeconomic constraints	2020	Article	ENERGY & ENVIRONMENTAL SCIENCE	Chemistry	30	7	1	16	0	12
7	66295	Production of n-3-rich insects by bioaccumulation of fishery waste	2019	Article	JOURNAL OF FOOD COMPOSITION AND ANALYSIS	Chemistry	29	4	0	0	0	7
7	63294	Techno-Economic Assessment of Soiling Losses and Mitigation Strategies for Solar Power Generation	2019	Review	JOULE	Chemistry	22	2	0	6	6	11
7	754	Health co-benefits from air pollution and mitigation costs of the Paris Agreement: a modelling study	2018	Article	LANCET PLANETARY HEALTH	Clinical Medicine	470	23	12	387	0	7
7	70198	Prioritized Research for the Prevention, Treatment, and Reversal of Chronic Disease: Recommendations From the Lifestyle Medicine Research Summit	2020	Review	FRONTIERS IN MEDICINE	Clinical Medicine	264	29	0	34	0	29
7	16845	Updating the Mediterranean Diet Pyramid towards Sustainability: Focus on Environmental Concerns	2020	Article	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	Clinical Medicine	124	1	0	165	0	15
7	31166	Co-benefits from sustainable dietary shifts for population and environmental health: an assessment from a large European cohort study	2021	Article	LANCET PLANETARY HEALTH	Clinical Medicine	116	3	0	139	0	36
7	70392	Energy poverty indicators: A critical review of methods	2017	Review	INDOOR AND BUILT ENVIRONMENT	Clinical Medicine	62	4	0	51	0	1
7	53450	The Association of Energy Poverty with Health and Wellbeing in Children in a Mediterranean City	2021	Article	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	Clinical Medicine	26	0	0	45	0	8
7	70393	Stepping up the game against climate change	2021	Letter	SCIENCE & SPORTS	Clinical Medicine	26	1	0	27	0	9
7	31143	Greenhouse gases emissions from the diet and risk of death and chronic diseases in the EPIC-Spain cohort	2021	Article	EUROPEAN JOURNAL OF PUBLIC HEALTH	Clinical Medicine	18	1	0	11	0	14
7	66810	Analysing the Relationship between University Students' Ecological Footprint and Their Connection with Nature and Pro-Environmental Attitude	2020	Article	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	Clinical Medicine	17	2	0	0	0	4
7	55894	Healthful and Unhealthful Plant-Based Diets and Risk of Breast Cancer in US Women: Results from the Nurses' Health Studies	2021	Article	CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION	Clinical Medicine	16	0	1	26	1	7
7	70394	Decentralizing science: Towards an interoperable open peer review ecosystem using blockchain	2021	Article	INFORMATION PROCESSING & MANAGEMENT	Computer Science	19	0	0	23	0	4
7	70395	Experimental Testing of Variable Speed Heat Pump Control Strategies for Enhancing Energy Flexibility in Buildings	2019	Article	IEEE ACCESS	Computer Science	8	0	0	12	0	4
7	70396	Assessing Blackout Risk With High Penetration of Variable Renewable Energies	2021	Article	IEEE ACCESS	Computer Science	8	1	0	0	0	4
7	70397	Feature Selection and Evolutionary Rule Learning for Big Data in Smart Building Energy Management	2019	Article	COGNITIVE COMPUTATION	Computer Science	6	0	0	10	0	3
7	70398	Urban Traffic Flow Mapping of an Andean Capital: Quito, Ecuador	2020	Article	IEEE ACCESS	Computer Science	6	0	0	7	0	5
7	70399	Grid-Forming Converters Control Based on the Reactive Power Synchronization Method for Renewable Power Plants	2021	Article	IEEE ACCESS	Computer Science	5	0	0	5	0	4
7	70400	On optimal participation in the electricity markets of wind power plants with battery energy storage systems	2018	Article	COMPUTERS & OPERATIONS RESEARCH	Computer Science	4	0	0	1	0	3
7	70401	A Model Predictive Control-Based Energy Management Scheme for Hybrid Storage System in Islanded Microgrids	2020	Article	IEEE ACCESS	Computer Science	4	0	0	4	0	2
7	70402	A traffic-aware electric vehicle charging management system for smart cities	2019	Article	VEHICULAR COMMUNICATIONS	Computer Science	4	0	0	10	1	4
7	70403	IoT for Global Development to Achieve the United Nations Sustainable Development Goals: The New Scenario After the COVID-19 Pandemic	2021	Article	IEEE ACCESS	Computer Science	4	0	0	4	0	4
7	80	Global patterns of ecologically unequal exchange: Implications for sustainability in the 21st century	2021	Article	ECOLOGICAL ECONOMICS	Economics & Business	1792	7	0	3739	2	10
7	90	Is Green Growth Possible?	2019	Article	NEW POLITICAL ECONOMY	Economics & Business	1717	97	7	2466	4	2
7	2330	Macroeconomic modelling under energy constraints: Global low carbon transition scenarios	2020	Article	ENERGY POLICY	Economics & Business	158	0	0	259	0	4
7	2365	Are the G20 economies making enough progress to meet their NDC targets?	2019	Article	ENERGY POLICY	Economics & Business	155	11	7	37	0	12
7	3536	Challenges in Assessing Public Opinion on Economic Growth Versus Environment: Considering European and US Data	2018	Article	ECOLOGICAL ECONOMICS	Economics & Business	80	1	0	116	0	3
7	3579	Five Lessons from COVID-19 for Advancing Climate Change Mitigation	2020	Article	ENVIRONMENTAL & RESOURCE ECONOMICS	Economics & Business	78	0	3	75	0	4
7	3725	Renewable Energy Cooperatives as an instrument towards the energy transition in Spain	2018	Article	ENERGY POLICY	Economics & Business	70	6	0	14	1	3
7	3742	Worktime Reduction as a Solution to Climate Change: Five Scenarios Compared for the UK	2017	Article	ECOLOGICAL ECONOMICS	Economics & Business	69	6	1	38	0	2
7	4150	Ecological economics and degrowth: Proposing a future research agenda from the margins	2020	Article	ECOLOGICAL ECONOMICS	Economics & Business	46	1	0	62	0	4
7	63412	Towards a theory of transformative social innovation: A relational framework and 12 propositions	2020	Article	RESEARCH POLICY	Economics & Business	36	0	0	57	0	10
7	102	Urgent need for post-growth climate mitigation scenarios	2021	Article	NATURE ENERGY	Engineering	1586	105	0	1709	0	8
7	627	The limits of transport decarbonization under the current growth paradigm	2020	Article	ENERGY STRATEGY REVIEWS	Engineering	541	10	0	782	0	4
7	980	Solar photovoltaics is ready to power a sustainable future	2021	Review	JOULE	Engineering	358	11	0	518	3	12
7	1059	Energy investment needs for fulfilling the Paris Agreement and achieving the Sustainable Development Goals	2018	Article	NATURE ENERGY	Engineering	333	36	12	100	0	29
7	1188	Dynamic Energy Return on Energy Investment (EROI) and material requirements in scenarios of global transition to renewable energies	2019	Article	ENERGY STRATEGY REVIEWS	Engineering	298	8	0	433	0	3
7	1331	Offshore wind installation: Analysing the evidence behind improvements in installation time	2018	Review	RENEWABLE & SUSTAINABLE ENERGY REVIEWS	Engineering	267	43	1	23	0	3
7	1576	Job creation during a climate compliant global energy transition across the power, heat, transport, and desalination sectors by 2050	2021	Article	ENERGY	Engineering	232	4	0	281	1	5
7	1754	Decomposing passenger transport futures: Comparing results of global integrated assessment models	2017	Article	TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT	Engineering	209	0	0	348	0	12
7	1827	True Cost of Solar Hydrogen	2021	Article	SOLAR RRL	Engineering	203	7	0	235	1	8
7	1865	Looking under the hood: A comparison of techno-economic assumptions across national and global integrated assessment models	2019	Article	ENERGY	Engineering	199	0	0	335	0	32
7	36	Options for keeping the food system within environmental limits	2018	Article	NATURE	Environment/Ecology	2790	334	48	1676	5	23
7	80	Global patterns of ecologically unequal exchange: Implications for sustainability in the 21st century	2021	Article	ECOLOGICAL ECONOMICS	Environment/Ecology	1792	7	0	3739	2	10
7	260	A multi-model analysis of long-term emissions and warming implications of current mitigation efforts	2021	Article	NATURE CLIMATE CHANGE	Environment/Ecology	893	41	0	1000	0	20
7	309	A systematic review of the evidence on decoupling of GDP, resource use and GHG emissions, part II: synthesizing the insights	2020	Review	ENVIRONMENTAL RESEARCH LETTERS	Environment/Ecology	838	40	2	1011	4	16
7	511	Contribution of the land sector to a 1.5 degrees C world	2019	Review	NATURE CLIMATE CHANGE	Environment/Ecology	617	47	9	694	0	20
7	616	Risk of increased food insecurity under stringent global climate change mitigation policy	2018	Article	NATURE CLIMATE CHANGE	Environment/Ecology	549	26	9	452	0	22
7	754	Health co-benefits from air pollution and mitigation costs of the Paris Agreement: a modelling study	2018	Article	LANCET PLANETARY HEALTH	Environment/Ecology	470	23	12	387	0	7
7	933	Civil disobedience movements such as School Strike for the Climate are raising public awareness of the climate change emergency	2020	Editorial Material	GLOBAL CHANGE BIOLOGY	Environment/Ecology	375	24	0	321	0	20
7	1016	A systematic review of the evidence on decoupling of GDP, resource use and GHG emissions, part I: bibliometric and conceptual mapping	2020	Review	ENVIRONMENTAL RESEARCH LETTERS	Environment/Ecology	346	6	0	566	3	16
7	1195	The cost of mitigation revisited	2021	Article	NATURE CLIMATE CHANGE	Environment/Ecology	295	11	1	395	0	8
7	260	A multi-model analysis of long-term emissions and warming implications of current mitigation efforts	2021	Article	NATURE CLIMATE CHANGE	Geosciences	893	41	0	1000	0	20
7	309	A systematic review of the evidence on decoupling of GDP, resource use and GHG emissions, part II: synthesizing the insights	2020	Review	ENVIRONMENTAL RESEARCH LETTERS	Geosciences	838	40	2	1011	4	16
7	511	Contribution of the land sector to a 1.5 degrees C world	2019	Review	NATURE CLIMATE CHANGE	Geosciences	617	47	9	694	0	20
7	616	Risk of increased food insecurity under stringent global climate change mitigation policy	2018	Article	NATURE CLIMATE CHANGE	Geosciences	549	26	9	452	0	22
7	1016	A systematic review of the evidence on decoupling of GDP, resource use and GHG emissions, part I: bibliometric and conceptual mapping	2020	Review	ENVIRONMENTAL RESEARCH LETTERS	Geosciences	346	6	0	566	3	16
7	1195	The cost of mitigation revisited	2021	Article	NATURE CLIMATE CHANGE	Geosciences	295	11	1	395	0	8
7	1299	Cost and attainability of meeting stringent climate targets without overshoot	2021	Article	NATURE CLIMATE CHANGE	Geosciences	274	22	0	195	0	40
7	1525	Residual fossil CO2 emissions in 1.5-2 degrees C pathways	2018	Article	NATURE CLIMATE CHANGE	Geosciences	239	17	7	202	2	22
7	1620	\ Comparing impacts of climate change and mitigation on global agriculture by 2050	2018	Article	ENVIRONMENTAL RESEARCH LETTERS	Geosciences	226	3	2	289	0	17
7	1824	Climate action with revenue recycling has benefits for poverty, inequality and well-being	2021	Article	NATURE CLIMATE CHANGE	Geosciences	203	10	0	210	0	15
7	36	Options for keeping the food system within environmental limits	2018	Article	NATURE	Global	2790	334	48	1676	5	23
7	80	Global patterns of ecologically unequal exchange: Implications for sustainability in the 21st century	2021	Article	ECOLOGICAL ECONOMICS	Global	1792	7	0	3739	2	10
7	90	Is Green Growth Possible?	2019	Article	NEW POLITICAL ECONOMY	Global	1717	97	7	2466	4	2
7	102	Urgent need for post-growth climate mitigation scenarios	2021	Article	NATURE ENERGY	Global	1586	105	0	1709	0	8
7	260	A multi-model analysis of long-term emissions and warming implications of current mitigation efforts	2021	Article	NATURE CLIMATE CHANGE	Global	893	41	0	1000	0	20
7	309	A systematic review of the evidence on decoupling of GDP, resource use and GHG emissions, part II: synthesizing the insights	2020	Review	ENVIRONMENTAL RESEARCH LETTERS	Global	838	40	2	1011	4	16
7	511	Contribution of the land sector to a 1.5 degrees C world	2019	Review	NATURE CLIMATE CHANGE	Global	617	47	9	694	0	20
7	616	Risk of increased food insecurity under stringent global climate change mitigation policy	2018	Article	NATURE CLIMATE CHANGE	Global	549	26	9	452	0	22
7	627	The limits of transport decarbonization under the current growth paradigm	2020	Article	ENERGY STRATEGY REVIEWS	Global	541	10	0	782	0	4
7	754	Health co-benefits from air pollution and mitigation costs of the Paris Agreement: a modelling study	2018	Article	LANCET PLANETARY HEALTH	Global	470	23	12	387	0	7
7	46992	Air pollution and indoor settings	2021	Article	WORLD ALLERGY ORGANIZATION JOURNAL	Immunology	3	0	0	5	0	14
7	102	Urgent need for post-growth climate mitigation scenarios	2021	Article	NATURE ENERGY	Materials Science	1586	105	0	1709	0	8
7	980	Solar photovoltaics is ready to power a sustainable future	2021	Review	JOULE	Materials Science	358	11	0	518	3	12
7	1059	Energy investment needs for fulfilling the Paris Agreement and achieving the Sustainable Development Goals	2018	Article	NATURE ENERGY	Materials Science	333	36	12	100	0	29
7	1827	True Cost of Solar Hydrogen	2021	Article	SOLAR RRL	Materials Science	203	7	0	235	1	8
7	2044	Solar conversion of CO2 to CO using Earth-abundant electrocatalysts prepared by atomic layer modification of CuO	2017	Article	NATURE ENERGY	Materials Science	182	19	0	28	0	8
7	3068	Direct magnetic enhancement of electrocatalytic water oxidation in alkaline media	2019	Article	NATURE ENERGY	Materials Science	105	3	0	105	0	5
7	3115	Implications of net energy-return-on-investment for a low-carbon energy transition	2018	Article	NATURE ENERGY	Materials Science	102	10	0	60	0	2
7	3483	Green Biocomposites for Thermoelectric Wearable Applications	2019	Article	ADVANCED FUNCTIONAL MATERIALS	Materials Science	83	8	0	10	1	7
7	3610	A Self-Assembled 2D Thermofunctional Material for Radiative Cooling	2019	Article	SMALL	Materials Science	76	10	0	29	0	7
7	70404	Advances and challenges in understanding the electrocatalytic conversion of carbon dioxide to fuels	2019	Review	NATURE ENERGY	Materials Science	32	1	0	34	0	6
7	4515	Kharitonov Theorem Based Robust Stability Analysis of a Wind Turbine Pitch Control System	2020	Article	MATHEMATICS	Mathematics	17	2	0	2	0	5
7	70405	Computing the minimum construction cost of a building's external wall taking into account its energy efficiency	2018	Article	JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS	Mathematics	1	0	0	1	0	2
7	70406	An Integer Linear Programming approach to minimize the cost of the refurbishment of a facade to improve the energy efficiency of a building	2019	Article	MATHEMATICAL METHODS IN THE APPLIED SCIENCES	Mathematics	1	0	0	1	0	3
7	70357	A stochastic dynamic model to evaluate the influence of economy and well-being on unemployment control	2018	Article	JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS	Mathematics	1	0	0	1	0	4
7	70214	The Quintuple Helix of Innovation Model and the SDGs: Latin-American Countries' Case and Its Forgotten Effects	2021	Article	MATHEMATICS	Mathematics	1	0	0	0	0	3
7	70407	Designing a Solar Photovoltaic System for Generating Renewable Energy of a Hospital: Performance Analysis and Adjustment Based on RSM and ANFIS Approaches	2021	Article	MATHEMATICS	Mathematics	1	0	0	2	0	4
7	62958	Food waste from restaurant sector - Characterization for biorefinery approach	2020	Article	BIORESOURCE TECHNOLOGY	Microbiology	45	5	0	0	0	6
7	70408	Microbial production of advanced biofuels	2021	Review	NATURE REVIEWS MICROBIOLOGY	Microbiology	39	0	0	75	0	6
7	57200	The contribution of microbial biotechnology to economic growth and employment creation	2017	Article	MICROBIAL BIOTECHNOLOGY	Microbiology	35	1	0	51	0	8
7	70409	Bioenergy production and sustainable development: science base for policymaking remains limited	2017	Review	GLOBAL CHANGE BIOLOGY BIOENERGY	Microbiology	30	1	2	21	0	27
7	70384	Spanish strategy on bioeconomy: Towards a knowledge based sustainable innovation	2018	Review	NEW BIOTECHNOLOGY	Microbiology	14	0	2	15	0	4
7	70410	Cellulosic biofuel production using emulsified simultaneous saccharification and fermentation (eSSF) with conventional and thermotolerant yeasts	2021	Article	BIOTECHNOLOGY FOR BIOFUELS	Microbiology	14	1	0	6	0	7
7	70411	Valorization of Vegetable Food Waste and By-Products Through Fermentation Processes	2020	Review	FRONTIERS IN MICROBIOLOGY	Microbiology	11	2	0	2	0	5
7	39446	Thermoelectric heat exchange and growth regulation in a continuous yeast culture	2019	Article	MICROBIOLOGYOPEN	Microbiology	11	0	0	41	0	4
7	65245	Evaluation of process performance, energy consumption and microbiota characterization in a ceramic membrane bioreactor for ex-situ biomethanation of H-2 and CO2	2018	Article	BIORESOURCE TECHNOLOGY	Microbiology	10	0	0	6	0	4
7	70412	Approach to the potential production of giant reed in surplus saline lands of Spain	2017	Article	GLOBAL CHANGE BIOLOGY BIOENERGY	Microbiology	10	1	0	1	0	3
7	62204	The puzzling mitochondrial phylogeography of the black soldier fly (Hermetia illucens), the commercially most important insect protein species	2020	Article	BMC EVOLUTIONARY BIOLOGY	Molecular Biology & Genetics	12	0	0	17	0	17
7	70390	Cohesin-dockerin code in cellulosomal dual binding modes and its allosteric regulation by proline isomerization	2021	Article	STRUCTURE	Molecular Biology & Genetics	5	0	0	9	0	8
7	70413	Increased Accumulation of Medium-Chain Fatty Acids by Dynamic Degradation of Long-Chain Fatty Acids in Mucor circinelloides	2020	Article	GENES	Molecular Biology & Genetics	1	0	0	1	0	9
7	70220	Relationship in dietary habits variations during COVID-19 lockdown in Kosovo: The COVIDiet study	2021	Article	APPETITE	Neuroscience & Behavior	7	0	0	6	1	4
7	70397	Feature Selection and Evolutionary Rule Learning for Big Data in Smart Building Energy Management	2019	Article	COGNITIVE COMPUTATION	Neuroscience & Behavior	6	0	0	10	0	3
7	70414	Towards more sustainable food systems. Addressing food waste at school canteens	2018	Article	APPETITE	Neuroscience & Behavior	1	0	0	2	0	3
7	70415	Dissimilatory bioreduction of iron(III) oxides by Shewanella loihica under marine sediment conditions	2019	Article	MARINE ENVIRONMENTAL RESEARCH	Pharmacology & Toxicology	1	0	0	1	0	7
7	3483	Green Biocomposites for Thermoelectric Wearable Applications	2019	Article	ADVANCED FUNCTIONAL MATERIALS	Physics	83	8	0	10	1	7
7	3610	A Self-Assembled 2D Thermofunctional Material for Radiative Cooling	2019	Article	SMALL	Physics	76	10	0	29	0	7
7	70416	Autonomous Installations for Monitoring the \"Protector Prosperina\" Forest	2019	Article	APPLIED SCIENCES-BASEL	Physics	16	0	0	24	0	5
7	29512	Origin of the Selective Electroreduction of Carbon Dioxide to Formate by Chalcogen Modified Copper	2018	Article	JOURNAL OF PHYSICAL CHEMISTRY LETTERS	Physics	15	0	0	39	0	6
7	62970	Novel Internet of Things Platform for In-Building Power Quality Submetering	2018	Article	APPLIED SCIENCES-BASEL	Physics	13	1	0	3	0	5
7	70417	An Enhancing Fault Current Limitation Hybrid Droop/V-f Control for Grid-Tied Four-Wire Inverters in AC Microgrids	2018	Article	APPLIED SCIENCES-BASEL	Physics	11	0	0	20	0	7
7	70418	Large-area and adaptable electrospun silicon-based thermoelectric nanomaterials with high energy conversion efficiencies	2018	Article	NATURE COMMUNICATIONS	Physics	10	0	0	12	2	7
7	49084	Experimental development and testing of low-cost scalable radiative cooling materials for building applications	2021	Article	SOLAR ENERGY MATERIALS AND SOLAR CELLS	Physics	10	0	0	21	0	7
7	63589	Liquefied Sunshine: Transforming Renewables into Fertilizers and Energy Carriers with Electromaterials	2019	Review	ADVANCED MATERIALS	Physics	9	0	0	20	0	7
7	70419	Preliminary Design of a Self-Sufficient Electrical Storage System Based on Electrolytic Hydrogen for Power Supply in a Residential Application	2021	Article	APPLIED SCIENCES-BASEL	Physics	9	0	0	9	0	6
7	59698	The marine fish food web is globally connected	2019	Article	NATURE ECOLOGY & EVOLUTION	Plant & Animal Science	106	1	0	193	0	15
7	70373	Coexistence of many species in random ecosystems	2018	Article	NATURE ECOLOGY & EVOLUTION	Plant & Animal Science	46	0	0	76	0	5
7	70383	Genomic patterns in the widespread Eurasian lynx shaped by Late Quaternary climatic fluctuations and anthropogenic impacts	2020	Article	MOLECULAR ECOLOGY	Plant & Animal Science	38	4	0	17	0	15
7	70420	The spatial scaling of species interaction networks	2018	Review	NATURE ECOLOGY & EVOLUTION	Plant & Animal Science	33	0	0	63	0	8
7	70421	LIFE BEEF CARBON: a common framework for quantifying grass and corn based beef farms' carbon footprints	2020	Article	ANIMAL	Plant & Animal Science	21	1	0	14	0	9
7	70422	Organic Farming as a Strategy to Reduce Carbon Footprint in Dehesa Agroecosystems: A Case Study Comparing Different Livestock Products	2020	Article	ANIMALS	Plant & Animal Science	18	2	0	4	0	3
7	70423	Two decades of forest-related legislation changes in European countries analysed from a property rights perspective	2020	Article	FOREST POLICY AND ECONOMICS	Plant & Animal Science	15	0	1	13	1	36
7	70424	Pan-European sustainable forest management indicators for assessing Climate-Smart Forestry in Europe	2021	Article	CANADIAN JOURNAL OF FOREST RESEARCH	Plant & Animal Science	14	0	0	23	0	9
7	62204	The puzzling mitochondrial phylogeography of the black soldier fly (Hermetia illucens), the commercially most important insect protein species	2020	Article	BMC EVOLUTIONARY BIOLOGY	Plant & Animal Science	12	0	0	17	0	17
7	70425	Communication campaigns to engage (non-traditional) forest owners: A European perspective	2021	Article	FOREST POLICY AND ECONOMICS	Plant & Animal Science	12	0	0	17	0	18
7	70426	Blockchain technologies to address smart city and society challenges	2021	Article	COMPUTERS IN HUMAN BEHAVIOR	Psychiatry/Psychology	11	0	0	17	0	4
7	70427	Decoupling Office Energy Efficiency From Employees 'Well-Being and Performance: A Systematic Review	2019	Review	FRONTIERS IN PSYCHOLOGY	Psychiatry/Psychology	1	0	0	3	0	6
7	90	Is Green Growth Possible?	2019	Article	NEW POLITICAL ECONOMY	Social Sciences, General	1717	97	7	2466	4	2
7	27255	Carbon mitigation in domains of high consumer lock-in	2018	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	60	3	0	57	0	8
7	70428	Beyond shared socioeconomic pathways (SSPs) and representative concentration pathways (RCPs): climate policy implementation scenarios for Europe, the US and China	2020	Article	CLIMATE POLICY	Social Sciences, General	49	0	0	92	0	4
7	70429	Making the Paris Agreement: Historical Processes and the Drivers of Institutional Design	2021	Article	POLITICAL STUDIES	Social Sciences, General	44	0	0	119	0	6
7	6949	Perceived fairness and public acceptability of carbon pricing: a review of the literature	2019	Review	CLIMATE POLICY	Social Sciences, General	40	0	5	22	0	3
7	70430	The geopolitics of renewable and electricity cooperation between Morocco and Spain	2019	Article	MEDITERRANEAN POLITICS	Social Sciences, General	36	2	2	30	0	1
7	70431	Manufacturing ignorance: think tanks, climate change and the animal-based diet	2021	Article	ENVIRONMENTAL POLITICS	Social Sciences, General	36	0	0	83	0	3
7	27256	Transformative social innovation and (dis)empowerment	2019	Article	TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE	Social Sciences, General	33	0	2	47	0	11
7	7076	Scientists' view s on economic growth versus the environment: a questionnaire survey among economists and non-economists	2017	Article	GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS	Social Sciences, General	31	0	0	40	0	2
7	70432	Climate Ambition and Sustainable Development for a New Decade: A Catalytic Framework	2021	Article	GLOBAL POLICY	Social Sciences, General	30	0	0	65	0	26
8	66759	The Digitalization of the European Agri-Food Cooperative Sector. Determining Factors to Embrace Information and Communication Technologies	2021	Article	AGRICULTURE-BASEL	Agricultural Sciences	7	0	0	15	0	3
8	70433	Setting Climate Action as the Priority for the Common Agricultural Policy: A Simulation Experiment	2020	Article	JOURNAL OF AGRICULTURAL ECONOMICS	Agricultural Sciences	7	0	2	8	0	3
8	70434	Does the current trade liberalization agenda contribute to greenhouse gas emission mitigation in agriculture?	2018	Article	FOOD POLICY	Agricultural Sciences	6	0	1	6	0	7
8	69281	Economic crisis and the unemployment effect on household food expenditure: The case of Spain	2017	Article	FOOD POLICY	Agricultural Sciences	1	0	0	1	0	3
8	70288	The use of past events as political symbols in Spain. The example of Vox and the need for a new archaeology of ethnicity	2021	Article	INTERNATIONAL JOURNAL OF HERITAGE STUDIES	Arts & Humanities	19	0	0	26	0	2
8	70435	Origins of regional divergence: economic growth in socialist Yugoslavia dagger	2020	Article	ECONOMIC HISTORY REVIEW	Arts & Humanities	16	0	0	28	0	1
8	62523	Collaboration matters: capacity building, up-scaling, spreading, and sustainability in citizen-generated data projects	2021	Article	HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS	Arts & Humanities	8	0	0	10	0	4
8	70436	EDUCATIONAL DISPARITIES IN COLOMBIA 1904-58: NEW EVIDENCE FROM A REGIONAL LEVEL APPROACH	2019	Article	REVISTA DE HISTORIA ECONOMICA	Arts & Humanities	7	0	0	9	0	1
8	70246	The Affective Politics of Resistance in the Work of Opal Palmer Adisa	2018	Article	CONTEMPORARY WOMENS WRITING	Arts & Humanities	4	0	0	0	2	1
8	70437	Can school centralization foster human capital accumulation? A quasi-experiment from early twentieth-century Italy	2020	Article	ECONOMIC HISTORY REVIEW	Arts & Humanities	3	0	0	3	0	2
8	70438	POST-APOCALYPSE LITERATURE IN THE AGE OF UNRELENTING BORDERS AND REFUGEE CRISES: MERLINDA BOBIS AND AUSTRALIAN FICTION	2017	Article	INTERVENTIONS-INTERNATIONAL JOURNAL OF POSTCOLONIAL STUDIES	Arts & Humanities	1	0	0	1	0	1
8	70439	The debate regarding public and private health insurance in Spain: From the political transition to the General Law of Health (1975-1986)	2018	Article	HISTORIA Y POLITICA	Arts & Humanities	1	0	0	2	0	2
8	70383	Genomic patterns in the widespread Eurasian lynx shaped by Late Quaternary climatic fluctuations and anthropogenic impacts	2020	Article	MOLECULAR ECOLOGY	Biology & Biochemistry	38	4	0	17	0	15
8	70440	Low birthweight prevalence among Spanish women during the economic crisis: differences by parity	2020	Article	ANNALS OF HUMAN BIOLOGY	Biology & Biochemistry	1	0	0	0	0	5
8	70441	Study of the Ecological Footprint and Carbon Footprint in a Reverse Osmosis Sea Water Desalination Plant	2021	Article	MEMBRANES	Biology & Biochemistry	1	0	0	1	0	3
8	14038	MEDEAS: a new modeling framework integrating global biophysical and socioeconomic constraints	2020	Article	ENERGY & ENVIRONMENTAL SCIENCE	Chemistry	30	7	1	16	0	12
8	70441	Study of the Ecological Footprint and Carbon Footprint in a Reverse Osmosis Sea Water Desalination Plant	2021	Article	MEMBRANES	Chemistry	1	0	0	1	0	3
8	754	Health co-benefits from air pollution and mitigation costs of the Paris Agreement: a modelling study	2018	Article	LANCET PLANETARY HEALTH	Clinical Medicine	470	23	12	387	0	7
8	21978	The burden of disease in Greece, health loss, risk factors, and health financing, 2000-16: an analysis of the Global Burden of Disease Study 2016	2018	Article	LANCET PUBLIC HEALTH	Clinical Medicine	252	4	6	304	0	47
8	70442	The Consequences of Neoliberalism in the Current Pandemic	2020	Article	INTERNATIONAL JOURNAL OF HEALTH SERVICES	Clinical Medicine	123	8	0	72	0	1
